loinc_num,component,system,scale_typ,long_common_name,example_ucum_units,displayname
"2349-9","Glucose","Urine","Ord","Glucose [Presence] in Urine","","Glucose Ql (U)"
"33052-2","Leukocytes","Urine","Ord","Leukocytes [Presence] in Urine","","WBC Ql (U)"
"30391-7","Erythrocytes","Urine","Qn","Erythrocytes [#/volume] in Urine","/uL","RBC (U) [#/Vol]"
"32797-3","Drugs identified","Meconium","Nom","Drugs identified in Meconium by Screen method","","Drugs identified Screen Nom (Mec)"
"31081-3","Benzodiazepines","Meconium","Ord","Benzodiazepines [Presence] in Meconium by Screen method","","Benzodiazepines Screen Ql (Mec)"
"14719-9","Ethanol","Ser/Plas","Qn","Ethanol [Moles/volume] in Serum or Plasma","mmol/L","Ethanol [Moles/Vol]"
"4548-4","Hemoglobin A1c/Hemoglobin.total","Bld","Qn","Hemoglobin A1c/Hemoglobin.total in Blood","%","HbA1c (Bld) [Mass fraction]"
"24108-3","Cancer Ag 19-9","Ser/Plas","Qn","Cancer Ag 19-9 [Units/volume] in Serum or Plasma","[arb'U];[arb'U]/mL","Cancer Ag 19-9 Qn"
"53048-5","Ferritin","Body fld","Qn","Ferritin [Mass/volume] in Body fluid","ug/L","Ferritin (Body fld) [Mass/Vol]"
"14334-7","Lithium","Ser/Plas","Qn","Lithium [Moles/volume] in Serum or Plasma","mmol/L","Lithium [Moles/Vol]"
"70155-7","Barbiturates","Urine","Ord","Barbiturates [Presence] in Urine by Screen method >200 ng/mL","","Barbiturates Screen method >200 ng/mL Ql (U)"
"70145-8","Cannabinoids","Urine","Ord","Cannabinoids [Presence] in Urine by Screen method >50 ng/mL","","Cannabinoids Screen method >50 ng/mL Ql (U)"
"2965-2","Specific gravity","Urine","Qn","Specific gravity of Urine","","Specific gravity (U) [Rel density]"
"34419-2","Reticulocytes.mature/Reticulocytes.total","Bld","Qn","Reticulocytes.mature/Reticulocytes.total in Blood","%","Reticulocytes.mature/Total reticulocytes (Bld)"
"33516-6","Reticulocytes.immature/Reticulocytes.total","Bld","Qn","Immature reticulocytes/Reticulocytes.total in Blood","%","Immature reticulocytes/Total reticulocytes (Bld)"
"3243-3","Coagulation thrombin induced","PPP","Qn","Thrombin time","s","Thrombin time Coag (PPP) [Time]"
"60834-9","Body temperature","Bld","Qn","Blood temperature","Cel;[degF]",""
"39455-1","9-Hydroxyrisperidone","Ser/Plas","Qn","9-Hydroxyrisperidone [Moles/volume] in Serum or Plasma","nmol/L","9-Hydroxyrisperidone [Moles/Vol]"
"17789-9","Large unstained cells","Bld","Qn","Large unstained cells [#/volume] in Blood by Automated count","10*3/uL","Large unstained cells Auto (Bld) [#/Vol]"
"3289-6","Prothrombin.activity actual/Normal","PPP","Qn","Prothrombin activity actual/normal in Platelet poor plasma by Coagulation assay","%","Prothrombin activity actual/normal Coag (PPP) [Relative time]"
"32717-1","Sodium","BldA","Qn","Sodium [Moles/volume] in Arterial blood","mmol/L","Sodium (BldA) [Moles/Vol]"
"16369-1","Amphetamines","Urine","Ord","Amphetamines [Presence] in Urine by Confirmatory method","","Amphetamines Confirm Ql (U)"
"3389-4","Benzodiazepines","Ser/Plas","Ord","Benzodiazepines [Presence] in Serum or Plasma","","Benzodiazepines Ql"
"39791-9","Sodium","BldV","Qn","Sodium [Moles/volume] in Venous blood","mmol/L","Sodium (BldV) [Moles/Vol]"
"16208-1","Buprenorphine","Urine","Ord","Buprenorphine [Presence] in Urine by Confirmatory method","","Buprenorphine Confirm Ql (U)"
"82723-8","Cocaine+Benzoylecgonine+Cocaethylene","Urine","Ord","Cocaine+Benzoylecgonine+Cocaethylene [Presence] in Urine by Confirmatory method","","Cocaine+Benzoylecgonine+Cocaethylene Confirm Ql (U)"
"45022-1","Methadone+Metabolite","Ser/Plas","Ord","Methadone+Metabolite [Presence] in Serum or Plasma by Confirmatory method","","Methadone+Metabolite Confirm Ql"
"2069-3","Chloride","Bld","Qn","Chloride [Moles/volume] in Blood","mmol/L","Chloride (Bld) [Moles/Vol]"
"2746-6","pH","BldV","Qn","pH of Venous blood","[pH]","pH (BldV)"
"8218-0","Opiates","Ser/Plas","Ord","Opiates [Presence] in Serum or Plasma by Confirmatory method","","Opiates Confirm Ql"
"2705-2","Oxygen","BldV","Qn","Oxygen [Partial pressure] in Venous blood","mm[Hg]","Oxygen (BldV) [Partial pressure]"
"34581-9","Calcium.ionized","BldA","Qn","Calcium.ionized [Moles/volume] in Arterial blood","mmol/L","Calcium.ionized (BldA) [Moles/Vol]"
"25589-3","Citalopram","Ser/Plas","Qn","Citalopram [Moles/volume] in Serum or Plasma","nmol/L","Citalopram [Moles/Vol]"
"35602-2","clomiPRAMINE","Ser/Plas","Qn","clomiPRAMINE [Mass/volume] in Serum or Plasma by Screen method","ug/mL","clomiPRAMINE Screen [Mass/Vol]"
"2615-3","Methemoglobin/Hemoglobin.total","BldA","Qn","Methemoglobin/Hemoglobin.total in Arterial blood","%","Methemoglobin (BldA) [Mass fraction]"
"20564-1","Oxygen saturation","Bld","Qn","Oxygen saturation in Blood","%",""
"10992-6","Norclozapine","Ser/Plas","Qn","Norclozapine [Mass/volume] in Serum or Plasma","ng/mL","Norclozapine [Mass/Vol]"
"2711-0","Oxygen saturation","BldV","Qn","Oxygen saturation in Venous blood","%",""
"14775-1","Hemoglobin","BldA","Qn","Hemoglobin [Mass/volume] in Arterial blood by Oximetry","g/dL","Hemoglobin Oximetry (BldA) [Mass/Vol]"
"25671-9","Glucose^30M post XXX challenge","Ser/Plas","Qn","Glucose [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge","mmol/L","Glucose 30 Min post Unsp challenge [Moles/Vol]"
"6897-3","Norsertraline","Ser/Plas","Qn","Norsertraline [Mass/volume] in Serum or Plasma","ng/mL","Norsertraline [Mass/Vol]"
"14629-0","Bilirubin.glucuronidated+Bilirubin.albumin bound","Ser/Plas","Qn","Bilirubin.direct [Moles/volume] in Serum or Plasma","umol/L","Bilirubin.direct [Moles/Vol]"
"78688-9","Platelet aggregation.adenosine diphosphate+prostaglandin E1 induced","Bld","Qn","Platelet aggregation adenosine diphosphate+prostaglandin E1 induced [Units/volume] in Blood","[arb'U]/mL","Platelet aggregation adenosine diphosphate+prostaglandin E1 induced Qn (Bld)"
"46227-5","DULoxetine","Ser/Plas","Qn","DULoxetine [Mass/volume] in Serum or Plasma","ng/mL","DULoxetine [Mass/Vol]"
"28660-9","Plasminogen actual/Normal","PPP","Qn","Plasminogen actual/normal in Platelet poor plasma by Chromogenic method","%","Plasminogen actual/normal Chromogenic method (PPP) [Rel catalytic activity/Vol]"
"22064-0","Alpha 1 globulin","Urine","Qn","Alpha 1 globulin [Mass/volume] in Urine","mg/L","Alpha 1 globulin (U) [Mass/Vol]"
"14935-1","Urate","Urine","Qn","Urate [Moles/time] in 24 hour Urine","mmol/(24.h)","Urate (24H U) [Moles/Time]"
"74983-8","Phenytoin.free^trough","Ser/Plas","Qn","Phenytoin Free [Mass/volume] in Serum or Plasma --trough","mg/L","Phenytoin Free trough [Mass/Vol]"
"13945-1","Erythrocytes","Urine sed","Qn","Erythrocytes [#/area] in Urine sediment by Microscopy high power field","/[HPF]","RBC LM.HPF (Urine sed) [#/Area]"
"10988-4","fluvoxaMINE","Ser/Plas","Qn","fluvoxaMINE [Mass/volume] in Serum or Plasma","ng/mL","fluvoxaMINE [Mass/Vol]"
"18337-6","Hydroxyitraconazole","Ser/Plas","Qn","Hydroxyitraconazole [Mass/volume] in Serum or Plasma","ug/mL","Hydroxyitraconazole [Mass/Vol]"
"40162-0","Glucose^3H post XXX challenge","Ser/Plas","Qn","Glucose [Moles/volume] in Serum or Plasma --3 hours post XXX challenge","mmol/L","Glucose 3 Hr post Unsp challenge [Moles/Vol]"
"74944-0","lamoTRIgine^trough","Ser/Plas","Qn","lamoTRIgine [Mass/volume] in Serum or Plasma --trough","mg/L","lamoTRIgine trough [Mass/Vol]"
"48347-9","levETIRAcetam","Ser/Plas","Qn","levETIRAcetam [Moles/volume] in Serum or Plasma","mol/L","levETIRAcetam [Moles/Vol]"
"34332-7","Lormetazepam","Ser/Plas","Qn","Lormetazepam [Mass/volume] in Serum or Plasma","ng/mL","Lormetazepam [Mass/Vol]"
"2599-9","Magnesium","Urine","Qn","Magnesium [Moles/time] in 24 hour Urine","mmol/(24.h)","Magnesium (24H U) [Moles/Time]"
"14862-7","Oxalate","Urine","Qn","Oxalate [Moles/time] in 24 hour Urine","umol/(24.h)","Oxalate (24H U) [Moles/Time]"
"27823-4","Protein S Ag actual/Normal","PPP","Qn","Protein S Ag actual/normal in Platelet poor plasma by Immunoassay","%","Protein S Ag actual/normal IA (PPP) [Relative mass conc]"
"3772-1","Methadone","Ser/Plas","Qn","Methadone [Mass/volume] in Serum or Plasma","ng/mL","Methadone [Mass/Vol]"
"3282-1","Coagulation surface induced.hexagonal phase phospholipid","PPP","Qn","aPTT W excess hexagonal phase phospholipid in Platelet poor plasma by Coagulation assay","s","aPTT W excess hexagonal phase phospholipid Coag (PPP) [Time]"
"69951-2","Amylase.pancreatic/Creatinine","Urine","Qn","Amylase.pancreatic/Creatinine [Ratio] in Urine","U/mmol{creat}","Amylase.pancreatic/Creatinine (U) [Ratio]"
"25162-9","Hyaline casts","Urine sed","Ord","Hyaline casts [Presence] in Urine sediment by Light microscopy","","Hyaline casts LM Ql (Urine sed)"
"55554-0","Mirtazapine","Ser/Plas","Qn","Mirtazapine [Moles/volume] in Serum or Plasma","umol/L","Mirtazapine [Moles/Vol]"
"3335-7","Amitriptyline+Nortriptyline","Ser/Plas","Qn","Amitriptyline+Nortriptyline [Mass/volume] in Serum or Plasma","ng/mL","Amitriptyline+Nortriptyline [Mass/Vol]"
"12389-3","OLANZapine","Ser/Plas","Qn","OLANZapine [Mass/volume] in Serum or Plasma","ng/mL","OLANZapine [Mass/Vol]"
"72658-8","PARoxetine^trough","Ser/Plas","Qn","PARoxetine [Mass/volume] in Serum or Plasma --trough","mg/L","PARoxetine trough [Mass/Vol]"
"749-2","Myelocytes/100 leukocytes","Bld","Qn","Myelocytes/100 leukocytes in Blood by Manual count","%","Myelocytes/100 WBC Manual cnt (Bld)"
"14934-4","Urate","Urine","Qn","Urate [Moles/volume] in Urine","umol/L","Urate (U) [Moles/Vol]"
"22700-9","Urea","Urine","Qn","Urea [Moles/volume] in Urine","mmol/L","Urea (U) [Moles/Vol]"
"2829-0","Potassium","Urine","Qn","Potassium [Moles/time] in 24 hour Urine","mmol/(24.h)","Potassium (24H U) [Moles/Time]"
"14683-7","Creatinine","Urine","Qn","Creatinine [Moles/volume] in Urine","mmol/L","Creatinine (U) [Moles/Vol]"
"14684-5","Creatinine","Urine","Qn","Creatinine [Moles/time] in 24 hour Urine","mmol/(24.h)","Creatinine (24H U) [Moles/Time]"
"2598-1","Magnesium","Urine","Qn","Magnesium [Moles/volume] in Urine","mmol/L","Magnesium (U) [Moles/Vol]"
"2955-3","Sodium","Urine","Qn","Sodium [Moles/volume] in Urine","mmol/L","Sodium (U) [Moles/Vol]"
"21525-1","Sodium","Urine","Qn","Sodium [Moles/volume] in 24 hour Urine","mol/L","Sodium (24H U) [Moles/Vol]"
"14862-7","Oxalate","Urine","Qn","Oxalate [Moles/time] in 24 hour Urine","umol/(24.h)","Oxalate (24H U) [Moles/Time]"
"13539-2","Phosphate","Urine","Qn","Phosphate [Moles/volume] in Urine","mmol/L","Phosphate (U) [Moles/Vol]"
"14881-7","Phosphate","Urine","Qn","Phosphate [Moles/time] in 24 hour Urine","mmol/(24.h)","Phosphate (24H U) [Moles/Time]"
"32294-1","Albumin/Creatinine","Urine","Qn","Albumin/Creatinine [Ratio] in Urine","mg/mmol{creat}","Albumin/Creatinine (U) [Ratio]"
"2888-6","Protein","Urine","Qn","Protein [Mass/volume] in Urine","g/dL","Protein (U) [Mass/Vol]"
"2889-4","Protein","Urine","Qn","Protein [Mass/time] in 24 hour Urine","g/(24.h)","Protein (24H U) [Mass/Time]"
"34366-5","Protein/Creatinine","Urine","Qn","Protein/Creatinine [Ratio] in Urine","g/mmol{creat}","Protein/Creatinine (U) [Ratio]"
"11558-4","pH","Bld","Qn","pH of Blood","[pH]","pH (Bld)"
"11556-8","Oxygen","Bld","Qn","Oxygen [Partial pressure] in Blood","mm[Hg]","Oxygen (Bld) [Partial pressure]"
"2069-3","Chloride","Bld","Qn","Chloride [Moles/volume] in Blood","mmol/L","Chloride (Bld) [Moles/Vol]"
"1994-3","Calcium.ionized","Bld","Qn","Calcium.ionized [Moles/volume] in Blood","mmol/L","Calcium.ionized (Bld) [Moles/Vol]"
"20564-1","Oxygen saturation","Bld","Qn","Oxygen saturation in Blood","%",""
"2614-6","Methemoglobin/Hemoglobin.total","Bld","Qn","Methemoglobin/Hemoglobin.total in Blood","%","Methemoglobin (Bld) [Mass fraction]"
"2458-8","IgA","Ser/Plas","Qn","IgA [Mass/volume] in Serum or Plasma","mg/dL","IgA [Mass/Vol]"
"2467-9","IgG subclass 2","Ser","Qn","IgG subclass 2 [Mass/volume] in Serum","mg/dL","IgG subclass 2 (S) [Mass/Vol]"
"74521-6","Complement total hemolytic CH50 actual/normal","Ser","Qn","Complement total hemolytic CH50 actual/normal in Serum by Immunoassay","%","Complement total hemolytic CH50 actual/normal IA (S) [Rel units/Vol]"
"11572-5","Rheumatoid factor","Ser/Plas","Qn","Rheumatoid factor [Units/volume] in Serum or Plasma","[IU]/mL","Rheumatoid factor Qn"
"42254-3","Nuclear Ab","Ser","Ord","Nuclear Ab [Presence] in Serum by Immunofluorescence","","Nuclear Ab IF Ql (S)"
"55171-3","Cytoplasmic Ab pattern","Ser","Nom","Cytoplasmic Ab pattern [Interpretation] in Serum by Immunofluorescence","","Cytoplasmic Ab pattern IF (S) [Interp]"
"21419-7","Neutrophil cytoplasmic Ab pattern","Ser","Nom","Neutrophil cytoplasmic Ab pattern [Interpretation] in Serum by Immunofluorescence","","Neutrophil cytoplasmic Ab pattern IF (S) [Interp]"
"27183-3","Cardiolipin Ab.IgG","Ser","Ord","Cardiolipin IgG Ab [Presence] in Serum","","Cardiolipin IgG Ql (S)"
"43916-6","Beta 2 glycoprotein 1 Ab.IgM","Ser","Ord","Beta 2 glycoprotein 1 IgM Ab [Presence] in Serum","","Beta 2 glycoprotein 1 IgM Ql (S)"
"40162-0","Glucose^3H post XXX challenge","Ser/Plas","Qn","Glucose [Moles/volume] in Serum or Plasma --3 hours post XXX challenge","mmol/L","Glucose 3 Hr post Unsp challenge [Moles/Vol]"
"46424-8","Hemolysis interference index","Ser/Plas","Qn","Hemolysis interference index of Serum or Plasma","[arb'U]/mL","Hemolysis interference index Qn"
"27941-4","Lactate","CSF","Qn","Lactate [Mass/volume] in Cerebral spinal fluid","mg/dL","Lactate (CSF) [Mass/Vol]"
"70140-9","Benzodiazepines","Urine","Qn","Benzodiazepines [Mass/volume] in Urine by Screen method","ng/mL","Benzodiazepines Screen (U) [Mass/Vol]"
"70146-6","Benzoylecgonine","Urine","Qn","Benzoylecgonine [Mass/volume] in Urine by Screen method","ng/mL","Benzoylecgonine Screen (U) [Mass/Vol]"
"70150-8","Opiates","Urine","Qn","Opiates [Mass/volume] in Urine by Screen method","ng/mL","Opiates Screen (U) [Mass/Vol]"
"8149-7","Amphetamines","Ser/Plas","Ord","Amphetamines [Presence] in Serum or Plasma by Screen method","","Amphetamines Screen Ql"
"8170-3","Cannabinoids","Ser/Plas","Qn","Cannabinoids [Mass/volume] in Serum or Plasma","ng/mL","Cannabinoids [Mass/Vol]"
"8217-2","Opiates","Ser/Plas","Qn","Opiates [Mass/volume] in Serum or Plasma","ng/mL","Opiates [Mass/Vol]"
"26895-3","Amphetamines","Meconium","Qn","Amphetamines [Mass/mass] in Meconium","ng/g","Amphetamines (Mec) [Mass/Mass]"
"27026-4","Benzoylecgonine","Meconium","Qn","Benzoylecgonine [Mass/mass] in Meconium","ng/g","Benzoylecgonine (Mec) [Mass/Mass]"
"72674-5","Sulfamethoxazole^trough","Ser/Plas","Qn","Sulfamethoxazole [Mass/volume] in Serum or Plasma --trough","mg/L","Sulfamethoxazole trough [Mass/Vol]"
"3913-1","Penicillin G","Ser/Plas","Qn","Penicillin G [Mass/volume] in Serum or Plasma","ug/mL","Penicillin G [Mass/Vol]"
"51786-2","HIV 2 Ab Signal/Cutoff","Ser/Plas","Qn","HIV 2 Ab Signal/Cutoff in Serum or Plasma by Immunoassay","","HIV 2 Ab Signal/Cutoff IA [Rel units/Vol]"
"48415-4","Alpha-1-Microglobulin/Creatinine","Urine","Qn","Alpha-1-Microglobulin/Creatinine [Mass Ratio] in Urine","mg/g{creat}","Alpha-1-Microglobulin/Creatinine (U) [Mass ratio]"
"96402-3","Retinol binding protein/Creatinine","Urine","Qn","Retinol binding protein/Creatinine [Mass Ratio] in Urine","ug/g{creat}","Retinol binding protein/Creatinine (U) [Mass ratio]"
"29527-9","Citrate/Creatinine","Urine","Qn","Citrate/Creatinine [Molar ratio] in Urine","mmol/mol{creat}","Citrate/Creatinine (U) [Molar ratio]"
"29527-9","Citrate/Creatinine","Urine","Qn","Citrate/Creatinine [Molar ratio] in Urine","mmol/mol{creat}","Citrate/Creatinine (U) [Molar ratio]"
"36916-5","Immunoglobulin light chains.kappa.free","Ser","Qn","Kappa light chains.free [Mass/volume] in Serum","mg/L","Immunoglobulin light chains.kappa.free (S) [Mass/Vol]"
"94400-9","Protein.monoclonal","Ser/Plas","Ord","Protein.monoclonal [Presence] in Serum or Plasma","","Protein.monoclonal Ql"
"14765-2","Glucose^3H post dose glucose","Ser/Plas","Qn","Glucose [Moles/volume] in Serum or Plasma --3 hours post dose glucose","mmol/L","Glucose 3 Hr post dose glucose [Moles/Vol]"
"74976-2","Phenytoin^trough","Ser/Plas","Qn","Phenytoin [Mass/volume] in Serum or Plasma --trough","mg/L","Phenytoin trough [Mass/Vol]"
"33415-1","IgG","Urine","Qn","IgG [Mass/volume] in Urine","mg/dL","IgG (U) [Mass/Vol]"
"2471-1","IgM","CSF","Qn","IgM [Mass/volume] in Cerebral spinal fluid","mg/dL","IgM (CSF) [Mass/Vol]"
"55902-1","IgA","Ser","Qn","IgA [Mass/volume] in Serum by Electrophoresis","g/L","IgA Elph (S) [Mass/Vol]"
"42207-1","IgG.CSF/IgG.serum","Ser+CSF","Qn","IgG in CSF/IgG in serum","{ratio}","IgG in CSF/IgG in serum (S+CSF) [Relative ratio]"
"21350-4","IgG","CSF","Ord","IgG [Presence] in Cerebral spinal fluid by Immunofixation","","IgG Immunofixation Ql (CSF)"
"68975-2","IgM.intrathecally synthesized/IgM.total","CSF","Qn","IgM.intrathecally synthesized/IgM.total in Cerebral spinal fluid","%","IgM.intrathecally synthesized/Total IgM (CSF) [Mass fraction]"
"35568-5","Protein fractions.oligoclonal bands","CSF","Qn","Oligoclonal bands [#] in Cerebral spinal fluid by Electrophoresis","{#}","Oligoclonal bands Elph (CSF) [#]"
"29159-1","Methadone","Meconium","Qn","Methadone [Mass/mass] in Meconium","ng/g","Methadone (Mec) [Mass/Mass]"
"14765-2","Glucose^3H post dose glucose","Ser/Plas","Qn","Glucose [Moles/volume] in Serum or Plasma --3 hours post dose glucose","mmol/L","Glucose 3 Hr post dose glucose [Moles/Vol]"
"32311-3","Cortisol^1H post XXX challenge","Ser/Plas","Qn","Cortisol [Moles/volume] in Serum or Plasma --1 hour post XXX challenge","nmol/L","Cortisol 1 Hr post Unsp challenge [Moles/Vol]"
"32797-3","Drugs identified","Meconium","Nom","Drugs identified in Meconium by Screen method","","Drugs identified Screen Nom (Mec)"
"41284-1","Epithelial cells.non-squamous","Urine sed","Qn","Epithelial cells.non-squamous [#/area] in Urine sediment by Microscopy high power field","/[HPF]","Epithelial cells.non-squamous LM.HPF (Urine sed) [#/Area]"
"60071-8","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine","Ser/Plas","Qn","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) [Mass/volume] in Serum or Plasma","ng/mL","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) [Mass/Vol]"
"40151-3","Glucose^10M pre XXX challenge","Ser/Plas","Qn","Glucose [Moles/volume] in Serum or Plasma --10 minutes pre XXX challenge","mmol/L","Glucose 10 Min pre Unsp challenge [Moles/Vol]"
"40161-2","Glucose^2.5H post XXX challenge","Ser/Plas","Qn","Glucose [Moles/volume] in Serum or Plasma --2.5 hours post XXX challenge","mmol/L","Glucose 2.5 Hr post Unsp challenge [Moles/Vol]"
"1795-4","Amylase","Body fld","Qn","Amylase [Enzymatic activity/volume] in Body fluid","U/L","Amylase (Body fld) [Catalytic activity/Vol]"
"2823-3","Potassium","Ser/Plas","Qn","Potassium [Moles/volume] in Serum or Plasma","mmol/L","Potassium [Moles/Vol]"
"30239-8","Aspartate aminotransferase","Ser/Plas","Qn","Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma by With P-5'-P","U/L","AST With P-5'-P [Catalytic activity/Vol]"
"1751-7","Albumin","Ser/Plas","Qn","Albumin [Mass/volume] in Serum or Plasma","g/dL","Albumin [Mass/Vol]"
"2601-3","Magnesium","Ser/Plas","Qn","Magnesium [Moles/volume] in Serum or Plasma","mmol/L","Magnesium [Moles/Vol]"
"2324-2","Gamma glutamyl transferase","Ser/Plas","Qn","Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma","U/L","Gamma glutamyl transferase [Catalytic activity/Vol]"
"2004-0","Calcium","Urine","Qn","Calcium [Moles/volume] in Urine","mmol/L","Calcium (U) [Moles/Vol]"
"3209-4","Coagulation factor VIII activity actual/Normal","PPP","Qn","Coagulation factor VIII activity actual/normal in Platelet poor plasma by Coagulation assay","%","Coagulation factor VIII activity actual/normal Coag (PPP) [Relative time]"
"2731-8","Parathyrin.intact","Ser/Plas","Qn","Parathyrin.intact [Mass/volume] in Serum or Plasma","pg/mL","Parathyrin.intact [Mass/Vol]"
